variant,seed,mutation_id,kind,step,iter_seed,local_failures,global_failures,guest
V6_uniform,1234,2,INSTR_WORD_MOD,70,1234000002,0,0,--in1 5 --in4 10
V6_uniform,1234,107,INSTR_WORD_MOD,2507,1234000107,0,0,--in1 5 --in4 10
V6_uniform,1234,211,INSTR_WORD_MOD,1879,1234000211,0,0,--in1 5 --in4 10
V6_uniform,1234,303,INSTR_WORD_MOD,3415,1234000303,0,0,--in1 5 --in4 10
V6_uniform,1234,350,INSTR_WORD_MOD,3384,1234000350,0,0,--in1 5 --in4 10
V6_uniform,1234,588,INSTR_WORD_MOD,1002,1234000588,0,0,--in1 5 --in4 10
V6_uniform,1234,628,INSTR_WORD_MOD,2694,1234000628,0,0,--in1 5 --in4 10
V6_uniform,1234,648,INSTR_WORD_MOD,2920,1234000648,0,0,--in1 5 --in4 10
V6_uniform,1234,674,INSTR_WORD_MOD,1288,1234000674,0,0,--in1 5 --in4 10
V6_uniform,1234,701,INSTR_WORD_MOD,1112,1234000701,0,0,--in1 5 --in4 10
V6_uniform,1234,771,INSTR_WORD_MOD,457,1234000771,0,0,--in1 5 --in4 10
V6_uniform,1234,1189,INSTR_WORD_MOD,1179,1234001189,0,0,--in1 5 --in4 10
V6_uniform,1234,1223,INSTR_WORD_MOD,3020,1234001223,0,0,--in1 5 --in4 10
V6_uniform,1234,1315,INSTR_WORD_MOD,946,1234001315,0,0,--in1 5 --in4 10
V6_uniform,1234,1340,INSTR_WORD_MOD,1811,1234001340,0,0,--in1 5 --in4 10
V6_uniform,1234,1471,INSTR_WORD_MOD,922,1234001471,0,0,--in1 5 --in4 10
V6_uniform,1234,1512,INSTR_WORD_MOD,3449,1234001512,0,0,--in1 5 --in4 10
V6_uniform,1234,1663,INSTR_WORD_MOD,731,1234001663,0,0,--in1 5 --in4 10
V6_uniform,1234,1737,INSTR_WORD_MOD,619,1234001737,0,0,--in1 5 --in4 10
V6_uniform,1234,1831,INSTR_WORD_MOD,354,1234001831,0,0,--in1 5 --in4 10
V6_uniform,1234,2008,INSTR_WORD_MOD,2063,1234002008,0,0,--in1 5 --in4 10
V6_uniform,1234,2031,INSTR_WORD_MOD,439,1234002031,0,0,--in1 5 --in4 10
V6_uniform,1234,2048,INSTR_WORD_MOD,613,1234002048,0,0,--in1 5 --in4 10
V6_uniform,1234,2123,INSTR_WORD_MOD,519,1234002123,0,0,--in1 5 --in4 10
V6_uniform,1234,2179,INSTR_WORD_MOD,866,1234002179,0,0,--in1 5 --in4 10
V6_uniform,1234,2416,INSTR_WORD_MOD,3186,1234002416,0,0,--in1 5 --in4 10
V6_uniform,1234,2448,INSTR_WORD_MOD,2192,1234002448,0,0,--in1 5 --in4 10
V6_uniform,1234,2491,INSTR_WORD_MOD,537,1234002491,0,0,--in1 5 --in4 10
V6_uniform,1234,2712,INSTR_WORD_MOD,596,1234002712,0,0,--in1 5 --in4 10
V6_uniform,1234,2850,INSTR_WORD_MOD,1944,1234002850,0,0,--in1 5 --in4 10
V6_uniform,1234,3064,INSTR_WORD_MOD,2081,1234003064,0,0,--in1 5 --in4 10
V6_uniform,1234,3162,INSTR_WORD_MOD,2253,1234003162,0,0,--in1 5 --in4 10
V6_uniform,1234,3204,INSTR_WORD_MOD,2353,1234003204,0,0,--in1 5 --in4 10
V6_uniform,1234,3266,INSTR_WORD_MOD,2796,1234003266,0,0,--in1 5 --in4 10
V6_uniform,1234,3432,INSTR_WORD_MOD,536,1234003432,0,0,--in1 5 --in4 10
V6_uniform,1234,3496,INSTR_WORD_MOD,3286,1234003496,0,0,--in1 5 --in4 10
V6_uniform,1234,3510,INSTR_WORD_MOD,3711,1234003510,0,0,--in1 5 --in4 10
V6_uniform,1234,3613,INSTR_WORD_MOD,3902,1234003613,0,0,--in1 5 --in4 10
V6_uniform,1234,3815,INSTR_WORD_MOD,19,1234003815,0,0,--in1 5 --in4 10
V6_uniform,1234,3868,INSTR_WORD_MOD,276,1234003868,0,0,--in1 5 --in4 10
V6_uniform,1234,3981,INSTR_WORD_MOD,1863,1234003981,0,0,--in1 5 --in4 10
V6_uniform,1234,3995,INSTR_WORD_MOD,3219,1234003995,0,0,--in1 5 --in4 10
V6_uniform,1234,4050,INSTR_WORD_MOD,933,1234004050,0,0,--in1 5 --in4 10
V6_uniform,1234,4114,INSTR_WORD_MOD,3359,1234004114,0,0,--in1 5 --in4 10
V6_uniform,1234,4154,INSTR_WORD_MOD,3810,1234004154,0,0,--in1 5 --in4 10
V6_uniform,1234,4249,INSTR_WORD_MOD,857,1234004249,0,0,--in1 5 --in4 10
V6_uniform,1234,4596,INSTR_WORD_MOD,777,1234004596,0,0,--in1 5 --in4 10
V6_uniform,1234,4702,INSTR_WORD_MOD,918,1234004702,0,0,--in1 5 --in4 10
V6_uniform,1234,4752,INSTR_WORD_MOD,170,1234004752,0,0,--in1 5 --in4 10
V6_uniform,1234,4832,INSTR_WORD_MOD,3320,1234004832,0,0,--in1 5 --in4 10
V6_uniform,1234,5264,INSTR_WORD_MOD,2244,1234005264,0,0,--in1 5 --in4 10
V6_uniform,1234,5346,INSTR_WORD_MOD,858,1234005346,0,0,--in1 5 --in4 10
V6_uniform,1234,5351,INSTR_WORD_MOD,762,1234005351,0,0,--in1 5 --in4 10
V6_uniform,1234,5398,INSTR_WORD_MOD,905,1234005398,0,0,--in1 5 --in4 10
V6_uniform,1234,5846,INSTR_WORD_MOD,3621,1234005846,0,0,--in1 5 --in4 10
V6_uniform,1234,5951,INSTR_WORD_MOD,1610,1234005951,0,0,--in1 5 --in4 10
V6_uniform,1234,6151,INSTR_WORD_MOD,699,1234006151,0,0,--in1 5 --in4 10
V6_uniform,1234,6185,INSTR_WORD_MOD,3720,1234006185,0,0,--in1 5 --in4 10
V6_uniform,1234,6228,INSTR_WORD_MOD,377,1234006228,0,0,--in1 5 --in4 10
V6_uniform,1234,6259,INSTR_WORD_MOD,3574,1234006259,0,0,--in1 5 --in4 10
V6_uniform,1234,6319,INSTR_WORD_MOD,175,1234006319,0,0,--in1 5 --in4 10
V6_uniform,1234,6337,INSTR_WORD_MOD,157,1234006337,0,0,--in1 5 --in4 10
V6_uniform,1234,6478,INSTR_WORD_MOD,1861,1234006478,0,0,--in1 5 --in4 10
V6_uniform,1234,6749,INSTR_WORD_MOD,174,1234006749,0,0,--in1 5 --in4 10
V6_uniform,1234,6908,INSTR_WORD_MOD,3840,1234006908,0,0,--in1 5 --in4 10
V6_uniform,1234,7035,INSTR_WORD_MOD,1111,1234007035,0,0,--in1 5 --in4 10
V6_uniform,1234,7402,INSTR_WORD_MOD,938,1234007402,0,0,--in1 5 --in4 10
V6_uniform,1234,7657,INSTR_WORD_MOD,1000,1234007657,0,0,--in1 5 --in4 10
V6_uniform,1234,8109,INSTR_WORD_MOD,3169,1234008109,0,0,--in1 5 --in4 10
V6_uniform,1234,8133,INSTR_WORD_MOD,852,1234008133,0,0,--in1 5 --in4 10
V6_uniform,1234,8157,INSTR_WORD_MOD,1106,1234008157,0,0,--in1 5 --in4 10
V6_uniform,1234,8243,INSTR_WORD_MOD,50,1234008243,0,0,--in1 5 --in4 10
V6_uniform,1234,8258,INSTR_WORD_MOD,2691,1234008258,0,0,--in1 5 --in4 10
V6_uniform,1234,8395,INSTR_WORD_MOD,599,1234008395,0,0,--in1 5 --in4 10
V6_uniform,1234,8478,INSTR_WORD_MOD,381,1234008478,0,0,--in1 5 --in4 10
V6_uniform,1234,8741,INSTR_WORD_MOD,3126,1234008741,0,0,--in1 5 --in4 10
V6_uniform,1234,8910,INSTR_WORD_MOD,320,1234008910,0,0,--in1 5 --in4 10
V6_uniform,1234,8928,INSTR_WORD_MOD,3158,1234008928,0,0,--in1 5 --in4 10
V6_uniform,1234,8949,INSTR_WORD_MOD,2065,1234008949,0,0,--in1 5 --in4 10
V6_uniform,1234,9249,INSTR_WORD_MOD,3714,1234009249,0,0,--in1 5 --in4 10
V6_uniform,1234,9449,INSTR_WORD_MOD,920,1234009449,0,0,--in1 5 --in4 10
V6_uniform,1234,9768,INSTR_WORD_MOD,1727,1234009768,0,0,--in1 5 --in4 10
V6_uniform,1234,9809,INSTR_WORD_MOD,3067,1234009809,0,0,--in1 5 --in4 10
V6_uniform,1234,9860,INSTR_WORD_MOD,958,1234009860,0,0,--in1 5 --in4 10
V6_uniform,1234,9942,INSTR_WORD_MOD,853,1234009942,0,0,--in1 5 --in4 10
V6_uniform,1234,9964,INSTR_WORD_MOD,3521,1234009964,0,0,--in1 5 --in4 10
V6_uniform,1235,40,INSTR_WORD_MOD,296,1235000040,0,0,--in1 5 --in4 10
V6_uniform,1235,112,INSTR_WORD_MOD,3326,1235000112,0,0,--in1 5 --in4 10
V6_uniform,1235,119,INSTR_WORD_MOD,2786,1235000119,0,0,--in1 5 --in4 10
V6_uniform,1235,178,INSTR_WORD_MOD,2505,1235000178,0,0,--in1 5 --in4 10
V6_uniform,1235,276,INSTR_WORD_MOD,997,1235000276,0,0,--in1 5 --in4 10
V6_uniform,1235,311,INSTR_WORD_MOD,760,1235000311,0,0,--in1 5 --in4 10
V6_uniform,1235,331,INSTR_WORD_MOD,835,1235000331,0,0,--in1 5 --in4 10
V6_uniform,1235,634,INSTR_WORD_MOD,1273,1235000634,0,0,--in1 5 --in4 10
V6_uniform,1235,665,INSTR_WORD_MOD,3057,1235000665,0,0,--in1 5 --in4 10
V6_uniform,1235,870,INSTR_WORD_MOD,3028,1235000870,0,0,--in1 5 --in4 10
V6_uniform,1235,949,INSTR_WORD_MOD,3223,1235000949,0,0,--in1 5 --in4 10
V6_uniform,1235,1090,INSTR_WORD_MOD,452,1235001090,0,0,--in1 5 --in4 10
V6_uniform,1235,1154,INSTR_WORD_MOD,3045,1235001154,0,0,--in1 5 --in4 10
V6_uniform,1235,1186,INSTR_WORD_MOD,3078,1235001186,0,0,--in1 5 --in4 10
V6_uniform,1235,1191,INSTR_WORD_MOD,1004,1235001191,0,0,--in1 5 --in4 10
V6_uniform,1235,1209,INSTR_WORD_MOD,3591,1235001209,0,0,--in1 5 --in4 10
V6_uniform,1235,1873,INSTR_WORD_MOD,3252,1235001873,0,0,--in1 5 --in4 10
V6_uniform,1235,1944,INSTR_WORD_MOD,782,1235001944,0,0,--in1 5 --in4 10
V6_uniform,1235,1981,INSTR_WORD_MOD,2948,1235001981,0,0,--in1 5 --in4 10
V6_uniform,1235,2002,INSTR_WORD_MOD,3350,1235002002,0,0,--in1 5 --in4 10
V6_uniform,1235,2330,INSTR_WORD_MOD,304,1235002330,0,0,--in1 5 --in4 10
V6_uniform,1235,2534,INSTR_WORD_MOD,278,1235002534,0,0,--in1 5 --in4 10
V6_uniform,1235,2600,INSTR_WORD_MOD,2552,1235002600,0,0,--in1 5 --in4 10
V6_uniform,1235,2804,INSTR_WORD_MOD,71,1235002804,0,0,--in1 5 --in4 10
V6_uniform,1235,2828,INSTR_WORD_MOD,2321,1235002828,0,0,--in1 5 --in4 10
V6_uniform,1235,2860,INSTR_WORD_MOD,3190,1235002860,0,0,--in1 5 --in4 10
V6_uniform,1235,2936,INSTR_WORD_MOD,2861,1235002936,0,0,--in1 5 --in4 10
V6_uniform,1235,2959,INSTR_WORD_MOD,1410,1235002959,0,0,--in1 5 --in4 10
V6_uniform,1235,2988,INSTR_WORD_MOD,2113,1235002988,0,0,--in1 5 --in4 10
V6_uniform,1235,3335,INSTR_WORD_MOD,683,1235003335,0,0,--in1 5 --in4 10
V6_uniform,1235,3373,INSTR_WORD_MOD,838,1235003373,0,0,--in1 5 --in4 10
V6_uniform,1235,3477,INSTR_WORD_MOD,1724,1235003477,0,0,--in1 5 --in4 10
V6_uniform,1235,3612,INSTR_WORD_MOD,1020,1235003612,0,0,--in1 5 --in4 10
V6_uniform,1235,3752,INSTR_WORD_MOD,2531,1235003752,0,0,--in1 5 --in4 10
V6_uniform,1235,3793,INSTR_WORD_MOD,840,1235003793,0,0,--in1 5 --in4 10
V6_uniform,1235,3945,INSTR_WORD_MOD,937,1235003945,0,0,--in1 5 --in4 10
V6_uniform,1235,3986,INSTR_WORD_MOD,437,1235003986,0,0,--in1 5 --in4 10
V6_uniform,1235,4117,INSTR_WORD_MOD,3928,1235004117,0,0,--in1 5 --in4 10
V6_uniform,1235,4426,INSTR_WORD_MOD,2458,1235004426,0,0,--in1 5 --in4 10
V6_uniform,1235,4685,INSTR_WORD_MOD,1019,1235004685,0,0,--in1 5 --in4 10
V6_uniform,1235,4756,INSTR_WORD_MOD,698,1235004756,0,0,--in1 5 --in4 10
V6_uniform,1235,4840,INSTR_WORD_MOD,3812,1235004840,0,0,--in1 5 --in4 10
V6_uniform,1235,4855,INSTR_WORD_MOD,3469,1235004855,0,0,--in1 5 --in4 10
V6_uniform,1235,5048,INSTR_WORD_MOD,1839,1235005048,0,0,--in1 5 --in4 10
V6_uniform,1235,5251,INSTR_WORD_MOD,3625,1235005251,0,0,--in1 5 --in4 10
V6_uniform,1235,5262,INSTR_WORD_MOD,2535,1235005262,0,0,--in1 5 --in4 10
V6_uniform,1235,6103,INSTR_WORD_MOD,2944,1235006103,0,0,--in1 5 --in4 10
V6_uniform,1235,6906,INSTR_WORD_MOD,1942,1235006906,0,0,--in1 5 --in4 10
V6_uniform,1235,6920,INSTR_WORD_MOD,2483,1235006920,0,0,--in1 5 --in4 10
V6_uniform,1235,6942,INSTR_WORD_MOD,3563,1235006942,0,0,--in1 5 --in4 10
V6_uniform,1235,7228,INSTR_WORD_MOD,778,1235007228,0,0,--in1 5 --in4 10
V6_uniform,1235,7346,INSTR_WORD_MOD,3524,1235007346,0,0,--in1 5 --in4 10
V6_uniform,1235,7505,INSTR_WORD_MOD,3656,1235007505,0,0,--in1 5 --in4 10
V6_uniform,1235,7884,INSTR_WORD_MOD,3261,1235007884,0,0,--in1 5 --in4 10
V6_uniform,1235,8158,INSTR_WORD_MOD,1152,1235008158,0,0,--in1 5 --in4 10
V6_uniform,1235,8354,INSTR_WORD_MOD,1096,1235008354,0,0,--in1 5 --in4 10
V6_uniform,1235,8359,INSTR_WORD_MOD,3554,1235008359,0,0,--in1 5 --in4 10
V6_uniform,1235,8655,INSTR_WORD_MOD,2657,1235008655,0,0,--in1 5 --in4 10
V6_uniform,1235,9003,INSTR_WORD_MOD,2164,1235009003,0,0,--in1 5 --in4 10
V6_uniform,1235,9190,INSTR_WORD_MOD,1985,1235009190,0,0,--in1 5 --in4 10
V6_uniform,1235,9356,INSTR_WORD_MOD,1251,1235009356,0,0,--in1 5 --in4 10
V6_uniform,1235,9460,INSTR_WORD_MOD,614,1235009460,0,0,--in1 5 --in4 10
V6_uniform,1235,9835,INSTR_WORD_MOD,1964,1235009835,0,0,--in1 5 --in4 10
V6_uniform,1236,351,INSTR_WORD_MOD,1852,1236000351,0,0,--in1 5 --in4 10
V6_uniform,1236,618,INSTR_WORD_MOD,159,1236000618,0,0,--in1 5 --in4 10
V6_uniform,1236,737,INSTR_WORD_MOD,2185,1236000737,0,0,--in1 5 --in4 10
V6_uniform,1236,1091,INSTR_WORD_MOD,1878,1236001091,0,0,--in1 5 --in4 10
V6_uniform,1236,1361,INSTR_WORD_MOD,758,1236001361,0,0,--in1 5 --in4 10
V6_uniform,1236,2206,INSTR_WORD_MOD,987,1236002206,0,0,--in1 5 --in4 10
V6_uniform,1236,2243,INSTR_WORD_MOD,2418,1236002243,0,0,--in1 5 --in4 10
V6_uniform,1236,2601,INSTR_WORD_MOD,1501,1236002601,0,0,--in1 5 --in4 10
V6_uniform,1236,3168,INSTR_WORD_MOD,1846,1236003168,0,0,--in1 5 --in4 10
V6_uniform,1236,3218,INSTR_WORD_MOD,2885,1236003218,0,0,--in1 5 --in4 10
V6_uniform,1236,3400,INSTR_WORD_MOD,773,1236003400,0,0,--in1 5 --in4 10
V6_uniform,1236,3500,INSTR_WORD_MOD,643,1236003500,0,0,--in1 5 --in4 10
V6_uniform,1236,3897,INSTR_WORD_MOD,1930,1236003897,0,0,--in1 5 --in4 10
V6_uniform,1236,3920,INSTR_WORD_MOD,681,1236003920,0,0,--in1 5 --in4 10
V6_uniform,1236,3929,INSTR_WORD_MOD,2246,1236003929,0,0,--in1 5 --in4 10
V6_uniform,1236,4569,INSTR_WORD_MOD,2834,1236004569,0,0,--in1 5 --in4 10
V6_uniform,1236,5144,INSTR_WORD_MOD,514,1236005144,0,0,--in1 5 --in4 10
V6_uniform,1236,5153,INSTR_WORD_MOD,3961,1236005153,0,0,--in1 5 --in4 10
V6_uniform,1236,5454,INSTR_WORD_MOD,2161,1236005454,0,0,--in1 5 --in4 10
V6_uniform,1236,5793,INSTR_WORD_MOD,2369,1236005793,0,0,--in1 5 --in4 10
V6_uniform,1236,5977,INSTR_WORD_MOD,2804,1236005977,0,0,--in1 5 --in4 10
V6_uniform,1236,6094,INSTR_WORD_MOD,798,1236006094,0,0,--in1 5 --in4 10
V6_uniform,1236,6190,INSTR_WORD_MOD,65,1236006190,0,0,--in1 5 --in4 10
V6_uniform,1236,6202,INSTR_WORD_MOD,3407,1236006202,0,0,--in1 5 --in4 10
V6_uniform,1236,6282,INSTR_WORD_MOD,842,1236006282,0,0,--in1 5 --in4 10
V6_uniform,1236,6436,INSTR_WORD_MOD,359,1236006436,0,0,--in1 5 --in4 10
